productId,name,shortDescription,description,price,imageUrl,category,style,rating,stock,colors,materials,dimensions
prod_11,"Canapé marocain","Canapé marocain, ambiance chaleureuse.","Un canapé d'inspiration marocaine, invitant à la convivialité avec ses assises basses, ses coussins colorés et ses motifs orientaux. Parfait pour une ambiance chaleureuse.",1750.5,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Generic/155_Generic_Moroccan_Sofa/Generic_Moroccan_Sofa_1000_0001-551x551.webp,Canapés,Bohème,4.5,18,Rouge Carmin|Orange Safran|Bleu Majorelle|Multicolore,Tissu Damassé|Bois de Cèdre|Velours,260cm L x 85cm P x 70cm H
prod_12,"IKEA Soderhamn Sofa","Canapé Soderhamn IKEA, modulable et confortable.","Modulable et confortable, le canapé Soderhamn d'IKEA offre une assise profonde et des coussins moelleux. Son design épuré s'intègre facilement à divers styles d'intérieurs.",799,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/094_IKEA_Soderhamn_Sofa/IKEA_Soderhamn_Sofa_1000_0001-551x551.webp,Canapés,Scandinave,4.3,35,Gris Foncé|Turquoise|Blanc Cassé,Polyester|Contreplaqué|Acier,198cm L x 99cm P x 83cm H
prod_13,"Ethnicraft N701 Sofa","Canapé N701 Ethnicraft, design minimaliste.","Le canapé N701 d'Ethnicraft se distingue par ses lignes minimalistes et son design modulaire. Disponible en plusieurs éléments pour créer une configuration personnalisée.",2450,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Ethnicraft/001_Ethnicraft_N701_Sofa/Ethnicraft_N701_Sofa_1000_0001-551x551.webp,Canapés,Minimaliste,4.6,12,Beige|Gris Anthracite|Bleu Nuit,Tissu de lin|Bois Massif,210cm L x 91cm P x 76cm H (pour le 3 places)
prod_14,"BoConcept Bergamo Sofa","Canapé Bergamo BoConcept, design italien.","Le canapé Bergamo de BoConcept allie design italien et confort exceptionnel. Ses lignes organiques et ses détails raffinés en font une pièce maîtresse de votre salon.",3200,https://cdn.3dmodels.org/wp-content/uploads/Furniture/BoConcept/023_BoConcept_Bergamo_Sofa/BoConcept_Bergamo_Sofa_1000_0001-551x551.webp,Canapés,Contemporain,4.9,8,Cuir Camel|Tissu Gris Chiné|Velours Vert Forêt,Cuir|Tissu|Piètement Métal,240cm L x 105cm P x 70cm H
prod_15,"Sarah Ellison Muse Sofa","Canapé Muse Sarah Ellison, allure sculpturale.","Avec ses courbes douces et son allure sculpturale, le canapé Muse de Sarah Ellison est une invitation à la relaxation. Un design australien contemporain et élégant.",2950,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Sarah-Ellison/001_Sarah-Ellison_Muse_Sofa/Sarah-Ellison_Muse_Sofa_1000_0001-551x551.webp,Canapés,Moderne,4.7,10,Crème Bouclette|Velours Terracotta|Lin Naturel,Tissu Bouclette|Velours|Lin,220cm L x 100cm P x 75cm H
prod_16,"IKEA Friheten Sofa","Canapé Friheten IKEA, convertible et pratique.","Le canapé convertible Friheten d'IKEA est une solution pratique et polyvalente. Il se transforme facilement en lit et dispose d'un espace de rangement intégré.",549,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/110_IKEA_Friheten_Sofa/IKEA_Friheten_Sofa_1000_0001-551x551.webp,Canapés,Fonctionnel,4.1,40,Gris Skiftebo|Noir Hyllie|Beige Foncé,Polyester|Bois Massif|Panneau de particules,230cm L x 151cm P (méridienne) x 66cm H
prod_17,"Cassina Dudet Chaise","Chaise Dudet Cassina, confort moelleux.","La chaise Dudet de Cassina, design Patricia Urquiola, offre un confort moelleux avec une esthétique ludique et contemporaine. Ses formes arrondies invitent à la détente.",850,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Cassina/004_Cassina_Dudet_Chair/Cassina_Dudet_Chair_1000_0001-551x551.webp,Chaises,Moderne,4.7,20,Tissu Jaune Curry|Velours Vert Olive|Cuir Cognac,Mousse polyuréthane|Revêtement tissu ou cuir|Structure interne en métal,60cm L x 55cm P x 78cm H
prod_18,"Mawu Chaise","Chaise Mawu, design sculptural organique.","Chaise Mawu au design sculptural et organique, souvent réalisée en bois avec des lignes fluides. Une pièce artistique qui attire le regard.",680,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Generic/188_Generic_Mawu_Chair/Generic_Mawu_Chair_1000_0001-551x551.webp,Chaises,Contemporain,4.5,15,Bois Naturel Clair|Bois Teinté Noyer,Bois massif (Chêne, Noyer),50cm L x 52cm P x 80cm H
prod_19,"IKEA Lisabo Chaise","Chaise Lisabo IKEA, simple et élégante.","Chaise IKEA Lisabo, simple et élégante avec un design épuré scandinave. Fabriquée en frêne, elle est légère et robuste.",59,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/113_IKEA_Lisabo_Chair/IKEA_Lisabo_Chair_1000_0001-551x551.webp,Chaises,Scandinave,4.2,70,Frêne Naturel,Frêne massif|Vernis acrylique incolore,44cm L x 51cm P x 80cm H
prod_20,"Magis Chair One","Chair One Magis, icône design industriel.","La Chair One de Magis, design Konstantin Grcic, est une icône du design industriel. Sa structure en fonte d'aluminium lui confère un look unique et une grande durabilité, utilisable en intérieur comme en extérieur.",350,https://cdn.3dmodels.org/wp-content/uploads/Tools/355_Chair_One/Chair_One_600_lq_0001-551x551.webp,Chaises,Industriel,4.9,25,Noir|Blanc|Rouge|Aluminium poli,Fonte d'aluminium verni ou poli,55cm L x 59cm P x 82cm H
prod_21,"Cassina Capitol Chaise de Bureau","Chaise bureau Capitol Cassina, élégance et fonction.","La chaise de bureau Capitol de Cassina, inspirée des designs de Pierre Jeanneret, allie élégance et fonctionnalité. Structure en bois et assise confortable.",1200,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Cassina/007_Cassina_Capitol_Office_Chair/Cassina_Capitol_Office_Chair_1000_0001-551x551.webp,Chaises,Moderne,4.8,12,Bois de Teck Naturel, Tissu Beige|Bois Noir, Cuir Noir,Bois massif (Teck, Chêne)|Cuir|Tissu,65cm L x 60cm P x 85cm H (ajustable)
prod_22,"Steelcase Think Chaise de Bureau","Chaise bureau Think Steelcase, confort intelligent.","La chaise de bureau Think de Steelcase est conçue pour un confort intelligent et durable. Elle s'adapte intuitivement aux mouvements de l'utilisateur.",780,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Steelcase/003_Steelcase_Think_Offie_Chairs/Steelcase_Think_Offie_Chairs_1000_0001-551x551.webp,Chaises,Ergonomique,4.7,30,Noir|Gris Platine|Bleu Cobalt,Plastique recyclé|Tissu technique|Aluminium,72cm L x 60cm P x 100-113cm H (ajustable)
prod_23,"Acapulco Chaise","Chaise Acapulco, classique design mexicain.","La chaise Acapulco, un classique du design mexicain des années 50. Sa structure en acier et son tressage en fils de PVC la rendent confortable et résistante, idéale pour l'extérieur.",150,https://cdn.3dmodels.org/wp-content/uploads/Tools/406_Acapulco_Chair/Acapulco_Chair_600_lq_0001-551x551.webp,Chaises,Vintage,4.6,40,Noir|Blanc|Turquoise|Jaune,Acier|Fils de PVC,73cm L x 80cm P x 88cm H
prod_24,"Chaise de jeu","Chaise de jeu ergonomique pour longues sessions.","Une chaise de jeu ergonomique conçue pour de longues sessions. Offre un soutien lombaire, des accoudoirs réglables et un design sportif.",280,https://cdn.3dmodels.org/wp-content/uploads/Tools/477_Gaming_Chair/Gaming_Chair_600_lq_0001-551x551.webp,Chaises,Moderne,4.4,35,Noir/Rouge|Noir/Bleu|Blanc/Noir,Similicuir|Mousse haute densité|Nylon,70cm L x 65cm P x 125-135cm H (ajustable)
prod_25,"West-Elm Olivia Lampe à Suspension","Lampe Olivia West Elm, élégance moderne.","Lampe à suspension Olivia de West Elm, avec un abat-jour en verre texturé et des accents en laiton. Apporte une touche d'élégance moderne à n'importe quel espace.",199,https://cdn.3dmodels.org/wp-content/uploads/Furniture/West-Elm/009_West-Elm_Olivia_Pendant_Lamp/West-Elm_Olivia_Pendant_Lamp_1000_0001-551x551.webp,Lampes,Moderne,4.6,30,Laiton Antique|Verre transparent,Verre|Métal,Abat-jour: 25cm Diam. x 30cm H
prod_26,"Lustre","Lustre classique, pampilles en cristal.","Un lustre classique avec de multiples branches et des pampilles en cristal. Idéal pour ajouter une touche de glamour et d'opulence à une salle à manger ou un hall d'entrée.",450,https://cdn.3dmodels.org/wp-content/uploads/Tools/417_Chandelier/Chandelier_600_lq_0001-551x551.webp,Lampes,Classique,4.8,15,Cristal transparent|Structure dorée ou argentée,Cristal|Métal,60cm Diam. x 70cm H (variable)
prod_27,"IKEA Ranarp Lampadaire","Lampadaire Ranarp IKEA, style industriel.","Lampadaire Ranarp d'IKEA, avec un design inspiré de l'époque industrielle. Tête et bras réglables pour diriger la lumière là où vous en avez besoin.",49.99,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/080_IKEA_Ranarp_Lamp/IKEA_Ranarp_Lamp_1000_0001-551x551.webp,Lampes,Industriel,4.3,50,Noir|Blanc cassé,Acier|Plastique,Hauteur: 153cm
prod_28,"Louis Poulsen PH Artichoke Lampe","Lampe Artichoke Louis Poulsen, design scandinave.","La lampe PH Artichoke de Louis Poulsen, un chef-d'œuvre du design scandinave créé par Poul Henningsen. Fournit une lumière douce et non éblouissante grâce à ses 72 feuilles.",9800,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Louis-Poulsen/001_Louis-Poulsen_PH_Artichoke_Lamp/Louis-Poulsen_PH_Artichoke_Lamp_1000_0001-551x551.webp,Lampes,Scandinave,5,5,Cuivre|Acier inoxydable|Blanc,Cuivre découpé au laser|Acier,Diamètres: 48cm, 60cm, 72cm, 84cm
prod_29,"IKEA Tallbyn Lampe de Table","Lampe de table Tallbyn IKEA, style classique.","Lampe de table Tallbyn d'IKEA, style classique avec un pied en métal nickelé et un abat-jour en textile. Diffuse une lumière douce et agréable.",29.99,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/106_IKEA_Tallbyn_Table_Lamp/IKEA_Tallbyn_Table_Lamp_1000_0001-551x551.webp,Lampes,Classique,4.1,60,Nickelé|Abat-jour blanc,Acier nickelé|Polyester,Hauteur: 56cm, Diam. abat-jour: 30cm
prod_30,"Bougeoir","Ensemble de bougeoirs élégants.","Un ensemble de bougeoirs élégants, parfaits pour créer une ambiance chaleureuse et intime. Design simple et intemporel, adapté à différents styles de décoration.",35,https://cdn.3dmodels.org/wp-content/uploads/Tools/460_Candlestick/Candlesticks_600_lq_0001-551x551.webp,Lampes,Classique,4.4,40,Argenté|Doré|Noir mat,Métal|Verre,Hauteurs variables (ex: 15cm, 20cm, 25cm)
prod_31,"IKEA Tallbyn Lampe à Suspension","Lampe suspension Tallbyn IKEA, éclairage doux.","Lampe à suspension Tallbyn d'IKEA, assortie à la lampe de table. Offre un éclairage général doux et confortable pour une pièce.",39.99,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/105_IKEA_Tallbyn_Pendant_Lamp/IKEA_Tallbyn_Pendant_Lamp_1000_0001-551x551.webp,Lampes,Classique,4.2,45,Nickelé|Abat-jour blanc,Acier nickelé|Polyester,Diam. abat-jour: 38cm
prod_32,"Louis Poulsen Patera Lampe","Lampe Patera Louis Poulsen, sphère lumineuse.","La lampe Patera de Louis Poulsen, design Øivind Slaatto, est une sphère lumineuse moderne inspirée de la suite de Fibonacci. Elle diffuse une lumière douce et agréable dans toutes les directions.",1200,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Louis-Poulsen/004_Louis-Poulsen_Patera_Lamp/Louis-Poulsen_Patera_Lamp_1000_0001-551x551.webp,Lampes,Moderne,4.9,10,Blanc,PVC découpé,Diamètres: 45cm, 60cm, 90cm
prod_33,"Urban Wood Slab Table à manger","Table Urban Wood, bois massif et métal.","Table à manger robuste en bois massif avec un plateau épais et des pieds en métal. Parfaite pour un style industriel ou rustique.",1250,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Urban-Wood/001_Urban-Wood_Wood_Slab_Dining_Table/Urban-Wood_Wood_Slab_Dining_Table_1000_0001-551x551.webp,Tables,Industriel,4.7,15,Bois naturel|Métal noir,Bois massif|Acier,200cm L x 100cm P x 76cm H
prod_34,"Kave Home Naanim Table","Table Naanim Kave Home, design scandinave.","Table à manger Naanim de Kave Home au design épuré et scandinave, avec un plateau en bois clair et des pieds fins et élégants.",480,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Kave-Home/010_Kave-Home_Naanim_Table/Kave-Home_Naanim_Table_1000_0001-551x551.webp,Tables,Scandinave,4.5,25,Chêne clair,Bois de chêne|Métal,160cm L x 90cm P x 75cm H
prod_35,"Kave Home Jeanette Table d'appoint","Table Jeanette Kave Home, marbre et doré.","Table d'appoint Jeanette par Kave Home, un bijou de design avec son plateau en marbre véritable et sa structure métallique dorée.",129.99,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Kave-Home/005_Kave-Home_Jeanette_Side_Table/Kave-Home_Jeanette_Side_Table_1000_0001-551x551.webp,Tables,Moderne,4.8,30,Marbre blanc|Doré,Marbre|Métal,45cm Diam. x 50cm H
prod_36,"Bolia Story Table Basse","Table basse Story Bolia, esthétique scandinave.","Table basse Story de Bolia, alliant fonctionnalité et esthétique scandinave. Comprend un espace de rangement discret sous le plateau.",390,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Bolia/008_Bolia_Story_Coffee_Table/Bolia_Story_Coffee_Table_1000_0001-551x551.webp,Tables,Scandinave,4.6,20,Chêne naturel|Noyer,Bois plaqué|Chêne massif,110cm L x 60cm P x 40cm H
prod_37,"Roche Bobois Hauteville Table","Table Hauteville Roche Bobois, pièce sculpturale.","Table de repas Hauteville de Roche Bobois, une pièce sculpturale avec un piètement central original et un plateau en verre ou céramique.",2750,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Roche-Bobois/015_Roche-Bobois_Hauteville_Table/Roche-Bobois_Hauteville_Table_1000_0001-551x551.webp,Tables,Contemporain,4.9,10,Verre transparent|Céramique marbrée,Verre|Céramique|Métal,180cm L x 100cm P x 76cm H
prod_38,"Poliform Concorde Table","Table Concorde Poliform, design raffiné.","Table de repas Concorde par Poliform, un design raffiné en bois noble avec des détails soignés et une présence élégante.",3600,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Poliform-Concorde/001_Poliform-Concorde_Table/Poliform-Concorde_Table_1000_0001-551x551.webp,Tables,Moderne,4.8,8,Noyer Canaletto|Chêne Spessart,Bois massif|Marbre (option),220cm L x 108cm P x 74cm H
prod_39,"Cattelan Stratos Wood Table","Table Stratos Wood Cattelan, design affirmé.","Table Stratos Wood de Cattelan Italia, caractérisée par un piètement en acier au design affirmé et un plateau en bois massif aux bords irréguliers.",2990,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Cattelan/005_Cattelan_Stratos_Wood_Table/Cattelan_Stratos_Wood_Table_1000_0001-551x551.webp,Tables,Contemporain,4.7,12,Noyer|Chêne brûlé,Bois massif|Acier verni,240cm L x 120cm P x 75cm H
prod_40,"Knoll Saarinen Table à manger","Table Tulipe Saarinen Knoll, classique intemporel.","Table Tulipe iconique de Saarinen éditée par Knoll, un classique intemporel du design du milieu du XXe siècle. Piètement central et plateau rond ou ovale.",2250,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Knoll/003_Knoll_Saarinen_Dining_Table/Knoll_Saarinen_Dining_Table_1000_0001-551x551.webp,Tables,Vintage,4.9,18,Marbre blanc|Laminé blanc|Granit noir,Marbre|Laminé|Fonte d'aluminium,120cm Diam. x 72cm H
prod_41,"Keane Driftwood Armoire","Armoire Keane, bois flotté rustique.","Armoire Keane en bois flotté avec une finition naturelle texturée, apportant une touche rustique et côtière à votre chambre.",980,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Generic/260_Generic_Keane_Driftwood_Armoire/Generic_Keane_Driftwood_Armoire_1000_0001-551x551.webp,Armoires,Rustique,4.5,10,Bois flotté naturel,Bois de manguier,100cm L x 55cm P x 190cm H
prod_42,"Flou Guardaroba Penderie","Penderie Guardaroba Flou, design épuré.","Penderie Guardaroba de Flou, un système modulaire au design épuré avec de grandes portes lisses pour un rangement optimisé et élégant.",1850,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Flou/001_Flou_Guardaroba_Wardrobe/Flou_Guardaroba_Wardrobe_1000_0001-551x551.webp,Armoires,Moderne,4.7,7,Laqué blanc mat|Verre fumé,Panneaux de particules|Verre|Aluminium,240cm L x 60cm P x 230cm H (configurable)
prod_43,"Modern Wardrobe Unit","Unité penderie moderne, finitions brillantes.","Unité de penderie moderne avec plusieurs compartiments, tiroirs et finitions laquées brillantes. Parfaite pour une chambre contemporaine.",1350,https://cdn.3dmodels.org/wp-content/uploads/evermotion/074_AM277_008/AM277_008_1000_0001-551x551.webp,Armoires,Contemporain,4.4,12,Blanc brillant|Gris anthracite,MDF laqué|Métal chromé,180cm L x 60cm P x 210cm H
prod_44,"Modern Wardrobe Closet Organizer","Organisateur placard moderne, astucieux.","Organisateur de placard moderne avec une combinaison astucieuse de tiroirs, étagères et tringles pour maximiser l'espace de rangement.",1150,https://cdn.3dmodels.org/wp-content/uploads/evermotion/078_AM277_012/AM277_012_1000_0001-551x551.webp,Armoires,Fonctionnel,4.6,15,Chêne clair|Blanc mat,Panneau de mélamine|Aluminium,200cm L x 58cm P x 220cm H
prod_45,"IKEA BIRKELAND Penderie","Penderie Birkeland IKEA, style romantique.","Penderie IKEA Birkeland au style classique et romantique, avec des détails travaillés, des portes vitrées et une finition blanche intemporelle.",470,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/015_IKEA_BIRKELAND_Wardrobe/IKEA_BIRKELAND_Wardrobe_1000_0001-551x551.webp,Armoires,Classique,4.3,20,Blanc,Panneau de fibres de bois|Verre trempé,109cm L x 58cm P x 200cm H
prod_46,"Modern Wooden Wardrobe 02","Penderie bois moderne, portes coulissantes.","Penderie en bois moderne avec des portes coulissantes épurées, offrant un look scandinave et une grande capacité de rangement.",1280,https://cdn.3dmodels.org/wp-content/uploads/evermotion/067_AM277_001/AM277_001_1000_0001-551x551.webp,Armoires,Moderne,4.5,11,Frêne naturel|Blanc laqué,Bois massif|Placage bois,160cm L x 62cm P x 215cm H
prod_47,"Modern Wooden Wardrobe 03","Grande penderie bois, design sobre.","Grande penderie en bois au design sobre et élégant, avec une finition minimaliste et des portes battantes. Parfaite pour une chambre contemporaine.",1420,https://cdn.3dmodels.org/wp-content/uploads/evermotion2/7397_AM112_01/AM112_01_1000_0001-551x551.webp,Armoires,Minimaliste,4.6,9,Noyer foncé|Gris mat,Placage Noyer|MDF,220cm L x 60cm P x 240cm H
prod_48,"Ellipse Elit 3-door Wardrobe","Penderie Ellipse Elit, design luxueux.","Penderie Ellipse Elit à trois portes, offrant des finitions haut de gamme et un design moderne et luxueux pour un rangement optimal.",2250,https://cdn.3dmodels.org/wp-content/uploads/hq3dmod/5419_Ellipse_Elit_3-door_Wardrobe/Ellipse_Elit_3-door_Wardrobe_1000_0001-551x551.webp,Armoires,Contemporain,4.8,6,Laqué brillant noir|Bois wengé,MDF laqué|Verre|Métal,150cm L x 60cm P x 200cm H
prod_49,"Bibliothèque simple en bois","Bibliothèque classique, étagères robustes.","Bibliothèque classique en bois avec plusieurs étagères robustes, idéale pour ranger une grande collection de livres.",190,https://cdn.3dmodels.org/wp-content/uploads/Tools/476_Bookshelf/Bookshelf_600_lq_0001-551x551.webp,Étagères,Classique,4.3,30,Chêne moyen|Noyer,Bois massif|Panneau de particules plaqué,80cm L x 30cm P x 180cm H
prod_50,"IKEA Kallax Bibliothèque","Étagère Kallax IKEA, polyvalente.","Étagère Kallax iconique d'IKEA, polyvalente et personnalisable avec des portes, tiroirs ou paniers. Parfaite pour tous types de rangements.",75,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/079_IKEA_Kallax_Bookcase/IKEA_Kallax_Bookcase_1000_0001-551x551.webp,Étagères,Fonctionnel,4.5,150,Blanc|Effet chêne blanchi|Noir-brun,Panneau de particules|Peinture acrylique,77cm L x 39cm P x 147cm H (pour 2x4 cases)
prod_51,"IKEA Billy Bibliothèque","Bibliothèque Billy IKEA, classique intemporel.","Bibliothèque Billy, un classique intemporel d'IKEA pour tous les rangements de livres. Simple, fonctionnelle et adaptable.",55,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/078_IKEA_Billy_Bookcase/IKEA_Billy_Bookcase_1000_0001-551x551.webp,Étagères,Classique,4.4,200,Blanc|Noir-brun|Chêne,Panneau de particules|Feuille de papier,80cm L x 28cm P x 202cm H
prod_52,"Charlotte Perriand Bibliothèque","Bibliothèque Perriand, design Mid-Century.","Bibliothèque inspirée du design de Charlotte Perriand, alliant une structure en métal noir et des étagères en bois. Un design Mid-Century Moderne.",1450,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Generic/448_Generic_Charlotte_Perriand_Bookcase/Generic_Charlotte_Perriand_Bookcase_1000_0001-551x551.webp,Étagères,Vintage,4.8,8,Noir|Bois naturel,Métal|Bois massif,150cm L x 35cm P x 160cm H
prod_53,"Vasagle Ladder Étagère","Étagère échelle Vasagle, style industriel.","Étagère échelle Vasagle au style industriel, avec une structure en métal robuste et des tablettes en bois rustique.",95,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Vasagle/001_Vasagle_Ladder_Shelf/Vasagle_Ladder_Shelf_1000_0001-551x551.webp,Étagères,Industriel,4.6,40,Brun rustique|Noir,Panneau d'aggloméré|Acier,60cm L x 30cm P x 170cm H
prod_54,"Hem Zig Zag Shelf","Étagère murale Zig Zag Hem, design graphique.","Étagère murale Zig Zag de Hem, un design ludique et graphique qui met en valeur vos objets décoratifs. En métal laqué coloré.",260,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Hem/002_Hem_Zig_Zag_Shelf/Hem_Zig_Zag_Shelf_1000_0001-551x551.webp,Étagères,Moderne,4.7,15,Blanc|Noir|Jaune,Acier laqué,60cm L x 15cm P x 50cm H
